SCHID,NAME,RC_CODE,School Name:,Organization Name:,Website:_1,Program Name:,Program Description:,Time,OST_CATEGORY,Grades Served:,PROG_PREK,PROG_ELEM,PROG_MIDDLE,SCHOOL_PREK,SCHOOL_ELEM,SCHOOL_MIDDLE,Program Areas:,Program Subareas:,Days of Operation:,Student Fees?,Explanation of Student Fees,Service Capacity
00350535,English High School,101644,English High School,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'7','8','9','10','11','12'",False,False,True,False,False,True,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,16.0
00350545,Boston Latin Academy,101615,Boston Latin Academy,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'7','8','9','10','11','12'",False,False,True,False,False,True,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,16.0
00350505,Brighton High School,101624,Brighton High School,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'7','8','9','10','11','12'",False,False,True,False,False,True,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,16.0
00350560,Boston Latin School,101612,Boston Latin School,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'7','8','9','10','11','12'",False,False,True,False,False,True,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,16.0
00350558,Ruth Batson Academy,101609,Ruth Batson Academy,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'7','8','9','10','11','12'",False,False,True,False,False,True,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,56.0
00350542,New Mission High School,101664,New Mission High School,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'7','8','9','10','11','12'",False,False,True,False,False,True,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,56.0
,,,Boston Day/Evening Academy,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'9','10','11','12'",False,False,False,,,,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,56.0
00350540,Fenway High School,101646,Fenway High School,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'9','10','11','12'",False,False,False,False,False,False,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,80.0
00350426,Henderson K-12 Inclusion School Upper,,Boston Central Adult High School/BPS Adult Education,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'9','10','11','12'",False,False,False,False,True,True,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,56.0
00350507,Boston International High School & Newcomers Academy,101649,Boston International Newcomers Academy,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'9','10','11','12'",False,False,False,False,False,False,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,16.0
00350004,Lyon Elementary School,101339,Lyon K-8 School,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'9','10','11','12'",False,False,False,False,True,True,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,16.0
00350537,Madison Park Technical Vocational High School,101657,Madison Park Technical Vocational High School,Boston Partners in Education,www.bostonpartners.org,Aim High,"Aim High supports students in grades 9-12 who have gaps in skills and knowledge, and just need that extra push to find success. Aim High mentors work 1-on-1 or with a small group of students in humanities or STEM subjects. Aim High helps students build confidence, resilience and prepare for their future aspirations.",School Day,NOT_OST,"'9','10','11','12'",False,False,False,False,False,False,"'Academic Support & Enrichment','Social Emotional & Behavioral Health'","'Literacy','Social Emotional Learning'","'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,16.0
00350378,Mildred Avenue K-8 School,101548,Mildred Avenue K-8 School,Boston Partners in Education,www.bostonpartners.org,Motivate,"Motivate is available to any PreK-2 teacher who feels their classroom would benefit from extra academic or socio-emotional support. The focus of these matches is in the subject areas of reading, writing, math and science. Motivate academic mentors meet with the class for at least one-hour each week over the school year during academic subject blocks. Many of our volunteers spend more time each week with their classrooms.

Motivate is an effective way to support PreK-2nd grade students who lack the attention span to focus for a whole hour with a mentor. It allows the entire classroom to benefit from additional adult support, permitting students to self-select for help when they need it. 

Mentors support students during centers, independent work time, or when the teacher is pulling small groups. They may walk around and support different students as needed, or facilitate a small group.",School Day,NOT_OST,"'K0','K1','K2','1','2','3','4','5','6','7','8'",True,True,True,True,True,True,'Academic Support & Enrichment','Literacy',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,150.0
00350656,Mario Umana Academy,101504,Mario Umana Academy,Boston Partners in Education,www.bostonpartners.org,Motivate,"Motivate is available to any PreK-2 teacher who feels their classroom would benefit from extra academic or socio-emotional support. The focus of these matches is in the subject areas of reading, writing, math and science. Motivate academic mentors meet with the class for at least one-hour each week over the school year during academic subject blocks. Many of our volunteers spend more time each week with their classrooms.

Motivate is an effective way to support PreK-2nd grade students who lack the attention span to focus for a whole hour with a mentor. It allows the entire classroom to benefit from additional adult support, permitting students to self-select for help when they need it. 

Mentors support students during centers, independent work time, or when the teacher is pulling small groups. They may walk around and support different students as needed, or facilitate a small group.",School Day,NOT_OST,"'K0','K1','K2','1','2','3','4','5','6','7','8'",True,True,True,True,True,True,'Academic Support & Enrichment','Literacy',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,50.0
00350691,Hernandez Elementary School,101301,Hernández K-8 School,Boston Partners in Education,www.bostonpartners.org,Motivate,"Motivate is available to any PreK-2 teacher who feels their classroom would benefit from extra academic or socio-emotional support. The focus of these matches is in the subject areas of reading, writing, math and science. Motivate academic mentors meet with the class for at least one-hour each week over the school year during academic subject blocks. Many of our volunteers spend more time each week with their classrooms.

Motivate is an effective way to support PreK-2nd grade students who lack the attention span to focus for a whole hour with a mentor. It allows the entire classroom to benefit from additional adult support, permitting students to self-select for help when they need it. 

Mentors support students during centers, independent work time, or when the teacher is pulling small groups. They may walk around and support different students as needed, or facilitate a small group.",School Day,NOT_OST,"'K0','K1','K2','1','2','3','4','5','6','7','8'",True,True,True,True,True,True,'Academic Support & Enrichment','Literacy',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,50.0
00350240,Murphy K-8 School,101366,Murphy K-8 School,Boston Partners in Education,www.bostonpartners.org,Motivate,"Motivate is available to any PreK-2 teacher who feels their classroom would benefit from extra academic or socio-emotional support. The focus of these matches is in the subject areas of reading, writing, math and science. Motivate academic mentors meet with the class for at least one-hour each week over the school year during academic subject blocks. Many of our volunteers spend more time each week with their classrooms.

Motivate is an effective way to support PreK-2nd grade students who lack the attention span to focus for a whole hour with a mentor. It allows the entire classroom to benefit from additional adult support, permitting students to self-select for help when they need it. 

Mentors support students during centers, independent work time, or when the teacher is pulling small groups. They may walk around and support different students as needed, or facilitate a small group.",School Day,NOT_OST,"'K0','K1','K2','1','2','3','4','5','6','7','8'",True,True,True,True,True,True,'Academic Support & Enrichment','Literacy',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,50.0
00350237,Mozart Elementary School,101364,Mozart Elementary School,Boston Partners in Education,www.bostonpartners.org,Motivate,"Motivate is available to any PreK-2 teacher who feels their classroom would benefit from extra academic or socio-emotional support. The focus of these matches is in the subject areas of reading, writing, math and science. Motivate academic mentors meet with the class for at least one-hour each week over the school year during academic subject blocks. Many of our volunteers spend more time each week with their classrooms.

Motivate is an effective way to support PreK-2nd grade students who lack the attention span to focus for a whole hour with a mentor. It allows the entire classroom to benefit from additional adult support, permitting students to self-select for help when they need it. 

Mentors support students during centers, independent work time, or when the teacher is pulling small groups. They may walk around and support different students as needed, or facilitate a small group.",School Day,NOT_OST,"'K1','K2','1','2','3','4','5'",True,True,False,True,True,True,'Academic Support & Enrichment','Literacy',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,,50.0
00350518,Community Academy,101603,Community Academy,Boston Partners in Education,www.bostonpartners.org,Independent Learning Support Program (ILS),".In the Independent Learning Support model, mentors are connected with Boston Public Schools students who have self-identified or been identified by their families as benefiting from extra, focused academic support. Once matched, mentors will meet with students on Google Meet for a minimum of one hour per week for the duration of the school year.

In this model, mentoring sessions are not bound by school hours – students and mentors can meet at an agreed-upon time to review classwork, work on projects, and build skills in the student’s area of need. ",,NaN_UNVERIFIED,"'9','10','11','12'",False,False,False,False,False,False,'Academic Support & Enrichment',"'English Language Arts','Math'","'Monday','Tuesday','Wednesday','Thursday','Friday','Saturday'",No,,4.0
00350153,Hennigan Elementary School,101299,Hennigan Elementary School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350215,Bradley Elementary School,101229,Bradley Elementary School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350096,Eliot K-8 Innovation School,101261,Eliot K-8 School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350072,Ellis Elementary School,101262,Ellis Elementary School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350326,Gardner Pilot Academy,101279,Gardner Pilot Academy,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350077,Haley Pilot School,101293,Haley Pilot School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'K2','1','2','3','4','5','6'",True,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,120.0
00350200,Harvard-Kent Elementary School,101324,Harvard/Kent Elementary School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350062,Guild Elementary School,101290,Guild Elementary School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350691,Hernandez Elementary School,101301,Hernández K-8 School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350182,Hurley K-8 School,101310,Hurley K-8 School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350656,Mario Umana Academy,101504,Mario Umana Academy,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350227,Mather Elementary School,101348,Mather Elementary School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
00350080,McKay K-8 School,101352,McKay K-8 School,Boston Scores,www.bostonscores.org,Boston Scores Soccer & Enrichment (Elementary School),"Boston Scores offers 4-6th grade students the chance to join a team at their school to learn the ""beautiful game"" of soccer, compete in game days against other schools and build up their nutritional literacy. 

Students remain with their teams for the academic enrichment portion of our program. During the 8-week fall season, students develop their writing and self-expression skills while preparing to compete in a team-based Poetry Slam.

During the 10-week spring season, students work with their Coach-Mentors to develop a Service Learning project to identify and address a community need. Students complete in an end-of-season festival (""Jamboree"") where they compete in a friendly soccer tournament against other Elementary Schools and present their Service Learning Project results.

Each participating school will have both Boys and Girls teams. There is room for 15 players on each team. Scores works with each school partner to identify and recruit internal school personnel to serve as our Coach-Mentors. Scores provides multiple training sessions for Coach-Mentors throughout the school year and also pays an hourly wage to Site Coordinators & Coach-Mentors.

Program hours are flexible based on Extended Learning Time and other local factors. Typical programs meet 4-5 days per week.

",Afterschool,CONFIRMED_OST,"'4','5','6'",False,True,True,True,True,True,"'Physical Health & Wellness','Social Emotional & Behavioral Health'",'Physical Activity',"'Monday','Tuesday','Wednesday','Thursday','Friday'",No,Our program is free to students,30.0
